,cumulative_regret,elbo,kl_divergence,nll
1276,1835.0,22355.416412353516,18277.755615234375,4077.660830140114
1277,1870.0,24091.26986694336,18265.80288696289,5825.466956138611
1278,1870.0,25094.091033935547,18273.20343017578,6820.887637019157
1279,1870.0,24370.364776611328,18288.710968017578,6081.653757929802
1280,1870.0,20393.041717529297,18272.384368896484,2120.6573880910873
1281,1870.0,20713.177673339844,18265.86117553711,2447.3165794610977
1282,1870.0,23580.942413330078,18262.880462646484,5318.062063455582
1283,1870.0,20695.444915771484,18272.762084960938,2422.6828911304474
1284,1870.0,23247.256561279297,18259.392669677734,4987.863963127136
1285,1870.0,22111.26544189453,18272.54315185547,3838.722379565239
1286,1870.0,19973.74917602539,18277.499786376953,1696.249317765236
1287,1870.0,20611.50424194336,18271.220947265625,2340.283203959465
1288,1870.0,23803.389434814453,18264.393188476562,5538.996258556843
1289,1870.0,22490.042388916016,18278.187774658203,4211.854558587074
1290,1870.0,20427.23178100586,18252.713928222656,2174.5178072452545
1291,1870.0,19544.8662109375,18262.683624267578,1282.1825874447823
1292,1870.0,20907.964385986328,18269.907440185547,2638.0570415258408
1293,1870.0,21724.649932861328,18259.221710205078,3465.428341627121
1294,1870.0,19555.96304321289,18264.823944091797,1291.1390155553818
1295,1870.0,20824.31768798828,18268.807220458984,2555.510397017002
1296,1870.0,20056.31671142578,18263.049682617188,1793.2670228481293
1297,1870.0,22633.639190673828,18271.78094482422,4361.858328998089
1298,1870.0,20294.580810546875,18271.645416259766,2022.9353243112564
1299,1870.0,21161.215881347656,18256.42205810547,2904.7938261032104
1300,1870.0,19180.664611816406,18274.709106445312,905.955351293087
1301,1870.0,22714.460388183594,18273.678771972656,4440.781686902046
1302,1870.0,20711.361419677734,18256.06851196289,2455.2928629517555
1303,1870.0,20771.307342529297,18261.164123535156,2510.1432884931564
1304,1870.0,20154.59585571289,18259.7041015625,1894.8917335271835
1305,1870.0,20647.38555908203,18268.94366455078,2378.441917181015
1306,1870.0,20794.659210205078,18267.851196289062,2526.808057665825
1307,1870.0,19838.010711669922,18260.154724121094,1577.8560084104538
1308,1870.0,20182.179321289062,18257.824340820312,1924.354929804802
1309,1870.0,20220.335662841797,18259.37533569336,1960.960403561592
1310,1870.0,19472.99609375,18262.568420410156,1210.4276876449585
1311,1870.0,19452.93182373047,18268.961700439453,1183.9701097011566
1312,1870.0,19947.14370727539,18253.199615478516,1693.9441449642181
1313,1870.0,20878.73846435547,18261.291107177734,2617.4473754167557
1314,1870.0,20523.30044555664,18260.777221679688,2262.523329615593
1315,1870.0,19809.907012939453,18271.94305419922,1537.9639740884304
1316,1870.0,20071.169708251953,18259.1357421875,1812.0338596105576
1317,1870.0,20265.386199951172,18266.66082763672,1998.7253718972206
1318,1870.0,19401.342529296875,18259.945220947266,1141.3973416686058
1319,1870.0,19606.706085205078,18260.607421875,1346.0986042618752
1320,1870.0,20566.283081054688,18272.086334228516,2294.1966620087624
1321,1870.0,20203.358856201172,18250.520263671875,1952.8386284708977
1322,1870.0,19434.71514892578,18258.220458984375,1176.4946496486664
1323,1870.0,19318.408325195312,18257.700134277344,1060.7081911563873
1324,1870.0,20649.363372802734,18258.916870117188,2390.446591079235
1325,1870.0,20698.029174804688,18257.39614868164,2440.6331517100334
1326,1870.0,19491.749786376953,18269.282287597656,1222.4674641489983
1327,1905.0,21698.224548339844,18251.953216552734,3446.2713503837585
1328,1905.0,22985.669677734375,18271.137908935547,4714.5317551493645
1329,1940.0,21452.27801513672,18272.577056884766,3179.7010411024094
1330,1940.0,21023.78289794922,18262.214294433594,2761.5686242580414
1331,1940.0,22468.887481689453,18278.31802368164,4190.56938713789
1332,1940.0,20972.550018310547,18265.50213623047,2707.047833800316
1333,1940.0,21797.61102294922,18274.499603271484,3523.111371666193
1334,1940.0,19254.17578125,18274.250701904297,979.9250174760818
1335,1940.0,19904.882415771484,18275.941009521484,1628.9414835870266
1336,1940.0,22394.605743408203,18279.15884399414,4115.446825861931
1337,1940.0,22373.235870361328,18297.516967773438,4075.718903899193
1338,1940.0,21258.250885009766,18281.163604736328,2977.087256550789
1339,1940.0,22272.964111328125,18276.038970947266,3996.925206422806
1340,1940.0,21176.706817626953,18272.355438232422,2904.351333141327
1341,1940.0,22315.49691772461,18278.736358642578,4036.760507941246
1342,1940.0,21178.21533203125,18272.987213134766,2905.2280184477568
1343,1940.0,20606.36962890625,18288.502685546875,2317.8669751286507
1344,1940.0,21136.84423828125,18279.480590820312,2857.36365377903
1345,1940.0,20418.23861694336,18287.211456298828,2131.0271540880203
1346,1940.0,20112.565460205078,18279.303497314453,1833.2619637846947
1347,1940.0,20571.15707397461,18282.653930664062,2288.5031891465187
1348,1940.0,21924.45278930664,18280.10531616211,3644.347458600998
1349,1940.0,19911.44757080078,18273.174194335938,1638.27334690094
1350,1940.0,23059.047241210938,18273.94155883789,4785.105691850185
1351,1940.0,20881.39633178711,18286.411590576172,2594.9848197102547
1352,1940.0,19856.335845947266,18270.49493408203,1585.8409336209297
1353,1940.0,19428.275634765625,18268.365966796875,1159.90969902277
1354,1940.0,20150.216552734375,18275.28140258789,1874.9350541830063
1355,1940.0,20021.121704101562,18266.076202392578,1755.0454382896423
1356,1940.0,20848.564971923828,18265.87188720703,2582.6931308209896
1357,1940.0,20516.899688720703,18262.57699584961,2254.3226539343596
1358,1940.0,21288.160186767578,18257.603790283203,3030.5563477277756
1359,1940.0,21412.905639648438,18261.376861572266,3151.5287875533104
1360,1935.0,20090.56671142578,18260.333709716797,1830.2330648899078
1361,1935.0,20980.02230834961,18258.483367919922,2721.5389241576195
1362,1935.0,20320.283416748047,18270.608032226562,2049.6755017638206
1363,1935.0,20145.083923339844,18263.685180664062,1881.3985959291458
1364,1935.0,20678.642364501953,18273.85562133789,2404.7866519987583
1365,1935.0,20405.375122070312,18266.011657714844,2139.3633595108986
1366,1935.0,20619.975372314453,18275.06463623047,2344.910707950592
1367,1935.0,20492.722595214844,18266.382293701172,2226.3402732610703
1368,1935.0,19931.55453491211,18258.998168945312,1672.5563903450966
1369,1935.0,19901.419830322266,18255.303588867188,1646.1162742376328
1370,1935.0,20426.54556274414,18248.250274658203,2178.295356541872
1371,1935.0,20260.563415527344,18249.766235351562,2010.7970808148384
1372,1935.0,20614.12127685547,18249.635803222656,2364.485439956188
1373,1935.0,20512.774505615234,18256.96762084961,2255.806866288185
1374,1935.0,20215.351165771484,18234.335021972656,1981.016177713871
1375,1935.0,20603.065460205078,18258.720275878906,2344.345207989216
1376,1935.0,19868.098175048828,18255.419860839844,1612.6784088611603
1377,1935.0,20361.645629882812,18243.588439941406,2118.0571271032095
1378,1935.0,20030.319274902344,18246.971069335938,1783.3481641411781
1379,1935.0,21115.226013183594,18236.04425048828,2879.181659936905
1380,1935.0,19566.68084716797,18246.19366455078,1320.4870870113373
1381,1935.0,20892.705932617188,18246.063903808594,2646.6420274972916
1382,1935.0,19748.235595703125,18257.585418701172,1490.6501398086548
1383,1935.0,20279.719299316406,18245.189483642578,2034.5298563241959
1384,1935.0,19718.19598388672,18250.003662109375,1468.1924609541893
1385,1935.0,20638.296783447266,18241.576080322266,2396.7206358909607
1386,1970.0,23052.18035888672,18243.32144165039,4808.858900368214
1387,1970.0,23762.798950195312,18222.62646484375,5540.172531068325
1388,1970.0,21748.415802001953,18254.253021240234,3494.162779510021
1389,1970.0,19729.404266357422,18238.946655273438,1490.457528039813
1390,1970.0,23017.522094726562,18245.604064941406,4771.917936563492
1391,1970.0,22021.577728271484,18232.53466796875,3789.0430044829845
1392,1970.0,21385.115936279297,18234.83773803711,3150.278127759695
1393,1970.0,23113.639129638672,18244.122955322266,4869.515976011753
1394,1970.0,22195.615203857422,18245.76303100586,3949.8521170020103
1395,1970.0,23140.364288330078,18235.34487915039,4905.019341558218
1396,1970.0,20973.21859741211,18235.444061279297,2737.7746540904045
1397,1970.0,22561.136596679688,18243.458129882812,4317.6784155368805
1398,1970.0,22132.240783691406,18239.626220703125,3892.614547997713
1399,1970.0,22699.101196289062,18234.85223388672,4464.248820900917
1400,1970.0,23227.129821777344,18237.034271240234,4990.095527648926
1401,1970.0,22882.266387939453,18238.83090209961,4643.435370236635
1402,1970.0,24113.287841796875,18229.827850341797,5883.460033327341
1403,1970.0,19788.389373779297,18229.246154785156,1559.1431756615639
1404,1970.0,22811.239166259766,18224.459381103516,4586.7797474861145
1405,1970.0,21041.257720947266,18219.346160888672,2821.911609172821
1406,1970.0,20438.98095703125,18227.03662109375,2211.944307178259
1407,1970.0,21302.260803222656,18229.534423828125,3072.726378709078
1408,1970.0,24371.508331298828,18225.499633789062,6146.008686900139
1409,1965.0,21941.260040283203,18226.760833740234,3714.499339967966
1410,1965.0,22597.646850585938,18211.49038696289,4386.15635484457
1411,1965.0,22358.767639160156,18217.69903564453,4141.068605482578
1412,1965.0,21809.663818359375,18233.89404296875,3575.7697269916534
1413,1965.0,24185.340270996094,18226.151947021484,5959.188306689262
1414,1965.0,21218.310424804688,18219.283782958984,2999.0265694856644
1415,1965.0,24225.683471679688,18220.394165039062,6005.28927397728
1416,1965.0,21731.55291748047,18225.301055908203,3506.251846253872
1417,1965.0,20466.39385986328,18206.62466430664,2259.7692368626595
1418,1965.0,24560.984161376953,18219.06704711914,6341.917137265205
1419,1965.0,21945.63461303711,18211.233428955078,3734.4012117385864
1420,1965.0,22982.919372558594,18211.64761352539,4771.271843969822
1421,1965.0,23376.747985839844,18210.930053710938,5165.817949295044
1422,1965.0,23359.360931396484,18208.817779541016,5150.54320025444
1423,1965.0,24291.25860595703,18221.39569091797,6069.862871348858
1424,1965.0,22434.115600585938,18218.68682861328,4215.428797364235
1425,1965.0,21187.98651123047,18211.122802734375,2976.8637487888336
1426,1965.0,21739.71484375,18207.817413330078,3531.8974454402924
1427,1965.0,20541.901489257812,18207.079132080078,2334.8224225640297
1428,1965.0,20508.98110961914,18216.447998046875,2292.5331535339355
1429,1965.0,19612.11538696289,18201.31072998047,1410.8045113682747
1430,1965.0,20798.06655883789,18223.493927001953,2574.5725341439247
1431,1965.0,20527.35400390625,18185.256072998047,2342.0977197885513
1432,1965.0,20411.639129638672,18201.82583618164,2209.8132871091366
1433,1965.0,19784.230377197266,18199.195343017578,1585.0348905920982
1434,1965.0,19538.699340820312,18198.953338623047,1339.7460088133812
1435,1965.0,19776.341186523438,18195.40267944336,1580.9385454803705
1436,1965.0,20670.734497070312,18198.856994628906,2471.877515375614
1437,1965.0,20088.701751708984,18206.750854492188,1881.9510495960712
1438,1965.0,20745.516021728516,18199.986267089844,2545.529830724001
1439,1965.0,20199.37515258789,18195.72817993164,2003.6468995213509
1440,1965.0,20834.56524658203,18197.024200439453,2637.540990293026
1441,1965.0,19871.955688476562,18187.71240234375,1684.2432571053505
1442,1965.0,19496.853057861328,18197.841674804688,1299.0112704336643
1443,1965.0,19795.571502685547,18203.761810302734,1591.809727370739
1444,1965.0,20860.929901123047,18209.737030029297,2651.1928112208843
1445,1965.0,19771.61785888672,18209.00311279297,1562.6147593557835
1446,1965.0,20236.391693115234,18205.891998291016,2030.4995226562023
1447,1965.0,19910.098602294922,18186.986114501953,1723.1124283224344
1448,1965.0,20241.922576904297,18201.19793701172,2040.724549293518
1449,1965.0,19485.780487060547,18194.607452392578,1291.1730472147465
1450,1965.0,19629.890350341797,18200.72378540039,1429.16650724411
1451,1965.0,20341.997436523438,18192.870208740234,2149.1272483468056
1452,1965.0,19663.361572265625,18191.275512695312,1472.085938692093
1453,1965.0,18864.437438964844,18186.455017089844,677.9824404418468
1454,1965.0,20593.85903930664,18194.06332397461,2399.795684993267
1455,1965.0,20176.494506835938,18193.179443359375,1983.315065920353
1456,1965.0,19863.357543945312,18194.413208007812,1668.944225847721
1457,1965.0,20615.655792236328,18191.921844482422,2423.733898073435
1458,1965.0,20680.954650878906,18187.49624633789,2493.4585176706314
1459,1965.0,20085.84194946289,18194.364959716797,1891.4771290421486
1460,1965.0,19384.323669433594,18190.568328857422,1193.7554731369019
1461,1965.0,20616.226959228516,18204.167755126953,2412.059144258499
1462,1965.0,19958.784606933594,18199.73828125,1759.0463426113129
1463,1965.0,19985.04718017578,18194.908111572266,1790.1390705108643
1464,1965.0,20238.063262939453,18200.582946777344,2037.48027074337
1465,1965.0,19473.83383178711,18186.76495361328,1287.068865120411
1466,1965.0,19976.070404052734,18185.056243896484,1791.014182984829
1467,1965.0,20382.655883789062,18176.262268066406,2206.393615156412
1468,1965.0,20665.346466064453,18195.91616821289,2469.4303464889526
1469,1965.0,20638.42529296875,18185.57781982422,2452.847426056862
1470,1965.0,19680.073303222656,18193.05743408203,1487.0158648192883
1471,1965.0,19597.585998535156,18191.165618896484,1406.420509815216
1472,1965.0,19617.082550048828,18198.35433959961,1418.7282486259937
1473,1965.0,19839.807006835938,18189.145721435547,1650.6612975001335
1474,1965.0,19772.13833618164,18183.529907226562,1588.6084406077862
1475,1965.0,20495.478240966797,18193.15557861328,2302.3225885927677
1476,1965.0,19687.159088134766,18187.834838867188,1499.3243090808392
1477,1965.0,19230.97769165039,18174.387268066406,1056.5904985070229
1478,1965.0,19367.312103271484,18187.348846435547,1179.96323607862
1479,1965.0,20970.00408935547,18186.9970703125,2783.006963968277
1480,1965.0,20372.360473632812,18175.781372070312,2196.5790672898293
1481,1965.0,19639.782775878906,18183.697052001953,1456.0858010351658
1482,1965.0,19622.291229248047,18183.366271972656,1438.924925327301
1483,1965.0,20624.035430908203,18188.96563720703,2435.069781213999
1484,1965.0,20870.677825927734,18192.297882080078,2678.3798466026783
1485,1965.0,19221.933624267578,18185.794647216797,1036.1389753520489
1486,1965.0,21095.839599609375,18180.66180419922,2915.1777850687504
1487,1965.0,20151.757751464844,18185.958740234375,1965.7989431619644
1488,1965.0,19055.651092529297,18170.966339111328,884.684718221426
1489,1965.0,20028.17349243164,18182.644653320312,1845.5289101153612
1490,1965.0,20337.335205078125,18181.665161132812,2155.670013219118
1491,1965.0,19926.372009277344,18177.229034423828,1749.1430428028107
1492,1965.0,19985.159759521484,18178.118927001953,1807.0407811403275
1493,1965.0,20000.744720458984,18173.74981689453,1826.9948502629995
1494,1965.0,19908.56756591797,18172.008514404297,1736.5591183006763
1495,1965.0,20015.054321289062,18172.891235351562,1842.1631399095058
1496,1965.0,19664.82406616211,18163.971893310547,1500.8521954715252
1497,1965.0,21050.584594726562,18178.84295654297,2871.741690248251
1498,1965.0,20432.11395263672,18176.310180664062,2255.803844511509
1499,1965.0,20180.88217163086,18158.648162841797,2022.2339428067207
1500,1965.0,20247.267639160156,18164.67431640625,2082.593224167824
1501,1965.0,19692.588256835938,18168.389587402344,1524.1987027525902
1502,1965.0,19998.130126953125,18157.98223876953,1840.1479803323746
1503,1965.0,19707.522735595703,18158.908599853516,1548.6142370402813
1504,1965.0,19891.964477539062,18170.16909790039,1721.7953791320324
1505,1965.0,19212.767150878906,18151.623657226562,1061.143579006195
1506,1965.0,19078.14584350586,18158.094360351562,920.0515249669552
1507,1965.0,20620.805938720703,18151.990844726562,2468.8150634765625
1508,1965.0,20455.87139892578,18174.762939453125,2281.1084120571613
1509,1965.0,19612.957244873047,18164.720184326172,1448.2370225787163
1510,1965.0,20175.92266845703,18171.79327392578,2004.1293146312237
1511,1965.0,19881.17791748047,18160.27032470703,1720.9076325297356
1512,1965.0,19646.73760986328,18167.37469482422,1479.3628364801407
1513,1965.0,19632.31982421875,18163.086181640625,1469.2335109114647
1514,1965.0,20247.791107177734,18165.053924560547,2082.7371503710747
1515,1965.0,20371.68719482422,18148.405883789062,2223.2813105881214
1516,1965.0,19655.071990966797,18156.637603759766,1498.4342928528786
1517,1965.0,19772.493621826172,18156.64483642578,1615.8488166630268
1518,1965.0,19383.286041259766,18137.388916015625,1245.8970382213593
1519,1965.0,19466.443237304688,18153.243408203125,1313.1998850107193
1520,1965.0,19834.54315185547,18157.728454589844,1676.8147187530994
1521,1965.0,18788.075103759766,18151.995483398438,636.0796819329262
1522,1965.0,19688.96646118164,18146.989532470703,1541.976905465126
1523,1965.0,20258.405700683594,18153.074951171875,2105.330714672804
1524,1965.0,18971.275665283203,18138.407440185547,832.8684250712395
1525,1965.0,19578.648040771484,18164.69696044922,1413.9511644393206
1526,1965.0,19148.928161621094,18144.151153564453,1004.7770222127438
1527,1965.0,19855.225677490234,18137.543731689453,1717.682001709938
1528,1965.0,20526.155853271484,18154.25405883789,2371.9017331004143
1529,1965.0,20462.016021728516,18141.56817626953,2320.4478217065334
1530,1965.0,19129.803741455078,18132.64730834961,997.1564522385597
1531,1965.0,19234.81524658203,18137.115997314453,1097.6991807222366
1532,1965.0,20588.626678466797,18132.559112548828,2456.067649066448
1533,1965.0,19903.235748291016,18135.103454589844,1768.132293611765
1534,1965.0,19548.751434326172,18131.291717529297,1417.4597042500973
1535,1965.0,19611.25357055664,18134.95440673828,1476.2991514205933
1536,2000.0,20043.107543945312,18125.359649658203,1917.747953683138
1537,2000.0,21930.15057373047,18143.57876586914,3786.5718711018562
1538,2000.0,21354.112335205078,18125.182983398438,3228.929386794567
1539,2000.0,21819.77264404297,18131.703735351562,3688.0690303444862
1540,2000.0,21458.194427490234,18125.75308227539,3332.44143563509
1541,2000.0,22440.53579711914,18129.757781982422,4310.777962267399
1542,2000.0,19792.37973022461,18131.248657226562,1661.1310800015926
1543,2000.0,20412.51123046875,18128.042572021484,2284.468713849783
1544,2000.0,20193.25274658203,18121.815795898438,2071.4369373470545
1545,2000.0,19851.294158935547,18128.41650390625,1722.8775280416012
1546,2000.0,19885.211547851562,18137.296264648438,1747.9153137356043
1547,2000.0,20993.472045898438,18128.447662353516,2865.024306729436
1548,2000.0,20705.1298828125,18140.66748046875,2564.4623460173607
1549,2000.0,20604.28921508789,18137.47476196289,2466.81452254951
1550,2000.0,20736.111755371094,18121.860748291016,2614.2509798407555
1551,2000.0,20922.947998046875,18125.341918945312,2797.6061394810677
1552,2000.0,20734.097778320312,18133.285583496094,2600.8121683597565
1553,2000.0,21207.087768554688,18133.781463623047,3073.306257814169
1554,2000.0,18941.765167236328,18135.86508178711,805.9000157117844
1555,2000.0,22378.406311035156,18135.84716796875,4242.5591286718845
1556,2000.0,20634.210418701172,18131.189971923828,2503.020559847355
1557,2000.0,20377.675201416016,18143.283142089844,2234.3919547498226
1558,2000.0,19068.822021484375,18122.091918945312,946.7300956249237
1559,2000.0,19844.359466552734,18129.83544921875,1714.5240481495857
1560,2000.0,20731.130401611328,18133.32861328125,2597.8018742203712
1561,2000.0,20353.481201171875,18138.282470703125,2215.198801755905
1562,2000.0,19804.18017578125,18137.867309570312,1666.3128081262112
1563,2000.0,20751.324493408203,18118.36099243164,2632.963462203741
1564,2000.0,20398.882904052734,18130.354888916016,2268.5279893279076
1565,2000.0,20629.73080444336,18113.490997314453,2516.2396768033504
1566,2000.0,20344.976318359375,18124.285552978516,2220.690837740898
1567,2000.0,20934.962493896484,18132.520050048828,2802.4423231482506
1568,2000.0,19595.58804321289,18128.46273803711,1467.1251630485058
1569,2000.0,21110.230865478516,18141.375732421875,2968.8552407473326
1570,2000.0,20425.41470336914,18132.27163696289,2293.1431042701006
1571,2000.0,20798.71908569336,18128.519775390625,2670.199351526797
1572,2000.0,19978.24282836914,18124.865295410156,1853.3775091469288
1573,2000.0,20121.33901977539,18129.34634399414,1991.992712110281
1574,2000.0,19052.259735107422,18128.074798583984,924.1850109994411
1575,2000.0,20072.799774169922,18121.510040283203,1951.2896332144737
1576,1995.0,20386.780639648438,18107.305267333984,2279.475415021181
1577,1995.0,20183.554565429688,18120.01483154297,2063.539769500494
1578,1995.0,19703.353881835938,18115.268951416016,1588.0849377512932
1579,1995.0,19369.66293334961,18111.978424072266,1257.6843945682049
1580,1995.0,19153.432830810547,18119.64044189453,1033.7923675775528
1581,1995.0,19834.15560913086,18112.886474609375,1721.2692617475986
1582,1995.0,19574.90267944336,18115.380157470703,1459.5225768610835
1583,1995.0,20061.258850097656,18123.037017822266,1938.2218858897686
1584,1995.0,19572.112762451172,18105.222106933594,1466.8905662298203
1585,1995.0,19536.358306884766,18110.900909423828,1425.4573983252048
1586,1995.0,19158.16372680664,18114.95962524414,1043.2041997760534
1587,1995.0,19305.519897460938,18105.693603515625,1199.8263732492924
1588,1995.0,19297.289825439453,18108.69415283203,1188.5956857204437
1589,1995.0,20402.52520751953,18105.71563720703,2296.809607490897
1590,1995.0,20082.173461914062,18119.218505859375,1962.954950451851
1591,1995.0,19765.82260131836,18099.004791259766,1666.817879140377
1592,1995.0,20309.355834960938,18114.192596435547,2195.163302510977
1593,1995.0,18776.67398071289,18103.5966796875,673.0772440508008
1594,1995.0,20210.680725097656,18109.76837158203,2100.9122770428658
1595,1995.0,19943.508911132812,18119.798431396484,1823.7104790508747
1596,1995.0,19163.032318115234,18098.736602783203,1064.2957690358162
1597,1995.0,19961.487518310547,18113.79119873047,1847.6962756812572
1598,1995.0,20221.00161743164,18115.526916503906,2105.4746231734753
1599,1995.0,19191.015167236328,18093.778900146484,1097.236398011446
1600,1995.0,19540.00653076172,18105.256134033203,1434.7503400444984
1601,1995.0,19298.98745727539,18106.69369506836,1192.293803960085
1602,1995.0,19561.828155517578,18095.25845336914,1466.569682881236
1603,1995.0,18814.514373779297,18098.20001220703,716.3142732381821
1604,1995.0,20599.42071533203,18117.77325439453,2481.6474395394325
1605,1995.0,20142.21563720703,18103.27035522461,2038.9453658759594
1606,1995.0,20093.88510131836,18094.586456298828,1999.2985997498035
1607,1995.0,19759.19842529297,18098.993408203125,1660.2051127254963
1608,1995.0,19776.135314941406,18103.71075439453,1672.4245067238808
1609,1995.0,19633.330444335938,18094.368774414062,1538.9614870101213
1610,1995.0,19487.50555419922,18098.250579833984,1389.2549146413803
1611,1995.0,19448.512481689453,18096.011688232422,1352.5006773918867
1612,1995.0,20777.726470947266,18105.14291381836,2672.583641886711
1613,1995.0,20082.943878173828,18100.91766357422,1982.026254594326
1614,1995.0,20391.629760742188,18097.95880126953,2293.670837596059
1615,1995.0,19712.843322753906,18110.366241455078,1602.4769295752048
1616,1995.0,19591.58383178711,18106.41162109375,1485.172102868557
1617,1990.0,19789.645599365234,18110.643493652344,1679.002006828785
1618,1990.0,20236.650817871094,18105.214599609375,2131.436139255762
1619,1990.0,20681.749938964844,18103.89764404297,2577.852361470461
1620,1985.0,19568.660705566406,18103.488006591797,1465.172724351287
1621,1985.0,20108.171264648438,18097.205627441406,2010.9656195789576
1622,1985.0,19115.828887939453,18094.833953857422,1020.9949306547642
1623,1985.0,20043.914031982422,18098.378997802734,1945.5349796116352
1624,1985.0,20236.49057006836,18114.549743652344,2121.9407688379288
1625,1985.0,20211.222076416016,18110.623168945312,2100.5989070236683
1626,1985.0,19785.29132080078,18091.731994628906,1693.5593558251858
1627,1985.0,20350.350128173828,18101.707244873047,2248.642841205001
1628,1985.0,18959.965362548828,18104.34048461914,855.6248711049557
1629,1985.0,19984.349060058594,18112.44107055664,1871.9079007804394
1630,1985.0,19368.379119873047,18093.870971679688,1274.5081772506237
1631,1985.0,19009.269287109375,18094.435150146484,914.8341083824635
1632,1985.0,18727.139892578125,18102.8935546875,624.2464186251163
1633,1985.0,21030.456329345703,18106.904357910156,2923.5519838556647
1634,1985.0,19611.38314819336,18113.03921508789,1498.343945324421
1635,1985.0,19537.438385009766,18104.217864990234,1433.220464706421
1636,2020.0,22076.887725830078,18112.291015625,3964.5966536402702
1637,2020.0,23958.007781982422,18101.82308959961,5856.184598505497
1638,2020.0,21999.69940185547,18104.357360839844,3895.3419621288776
1639,2020.0,22214.84799194336,18117.192901611328,4097.655186474323
1640,2020.0,20766.74072265625,18104.16522216797,2662.5754542946815
1641,2020.0,19825.416046142578,18100.505401611328,1724.9105469584465
1642,2020.0,21152.497314453125,18109.392639160156,3043.1047508716583
1643,2020.0,22463.20458984375,18120.297790527344,4342.906795978546
1644,2020.0,23346.177612304688,18107.268005371094,5238.909673333168
1645,2020.0,21822.572143554688,18104.98663330078,3717.5854652523994
1646,2020.0,20308.40106201172,18095.944305419922,2212.456722021103
1647,2020.0,20892.987335205078,18094.542022705078,2798.4453203082085
1648,2020.0,20836.053466796875,18091.787536621094,2744.2659496963024
1649,2020.0,20996.460723876953,18098.150604248047,2898.310148000717
1650,2020.0,22155.119018554688,18098.4814453125,4056.637517541647
1651,2020.0,20901.569915771484,18094.977294921875,2806.5925970077515
1652,2020.0,21175.882751464844,18084.7783203125,3091.1043717563152
1653,2020.0,21835.070892333984,18099.001525878906,3736.0693444013596
1654,2020.0,20286.63754272461,18101.592529296875,2185.0449943244457
1655,2020.0,21139.466064453125,18101.053436279297,3038.412522137165
1656,2020.0,21601.82763671875,18082.531860351562,3519.295695155859
1657,2020.0,20772.016845703125,18094.786407470703,2677.230543345213
1658,2020.0,20479.952667236328,18100.666412353516,2379.2863294780254
1659,2020.0,20646.921875,18100.835388183594,2546.0865314900875
1660,2020.0,23341.65951538086,18101.667755126953,5239.991880193353
1661,2020.0,20137.32876586914,18096.636474609375,2040.692310422659
1662,2020.0,20783.975860595703,18104.085418701172,2679.89036411047
1663,2020.0,20271.927124023438,18084.201782226562,2187.72529450804
1664,2020.0,21236.503631591797,18074.866485595703,3161.6370784044266
1665,2020.0,22335.427337646484,18095.734588623047,4239.69272890687
1666,2020.0,21317.767059326172,18093.719512939453,3224.0474423766136
1667,2020.0,19556.130767822266,18083.91928100586,1472.2113869190216
1668,2020.0,20905.975982666016,18067.82501220703,2838.1508313268423
1669,2020.0,20987.460693359375,18097.958465576172,2889.502267152071
1670,2020.0,19568.08090209961,18096.159637451172,1471.921350389719
1671,2020.0,20684.069366455078,18086.997467041016,2597.0719436109066
1672,2020.0,21252.055084228516,18089.55908203125,3162.496022298932
1673,2020.0,20038.85400390625,18085.81723022461,1953.0366362035275
1674,2020.0,20328.649993896484,18073.315216064453,2255.3346953988075
1675,2020.0,20665.296142578125,18076.793060302734,2588.503098331392
1676,2020.0,21364.17318725586,18091.830963134766,3272.342266201973
1677,2020.0,20655.84194946289,18090.457885742188,2565.3840861544013
1678,2020.0,19162.428680419922,18087.57455444336,1074.854069903493
1679,2020.0,20975.881408691406,18084.318756103516,2891.562671303749
1680,2020.0,20868.075317382812,18090.11557006836,2777.9597468972206
1681,2020.0,22739.897705078125,18096.288116455078,4643.609581813216
1682,2020.0,20466.772216796875,18094.834197998047,2371.938045054674
1683,2020.0,19650.379425048828,18081.901397705078,1568.478059284389
1684,2020.0,21047.249237060547,18093.110900878906,2954.1384413540363
1685,2020.0,20696.37533569336,18082.131805419922,2614.243517190218
1686,2020.0,20844.160369873047,18076.661102294922,2767.4992984831333
1687,2020.0,21012.316131591797,18085.0517578125,2927.2643633782864
1688,2020.0,20754.625854492188,18074.400421142578,2680.225398272276
1689,2020.0,21040.292846679688,18080.03482055664,2960.258024483919
1690,2020.0,19797.197174072266,18075.560791015625,1721.6363189220428
1691,2020.0,20228.878784179688,18068.73471069336,2160.1440919190645
1692,2020.0,21038.645782470703,18075.378540039062,2963.2673173844814
1693,2020.0,20350.026763916016,18077.310607910156,2272.7161559462547
1694,2020.0,21694.809295654297,18072.04327392578,3622.7659401595592
1695,2020.0,20683.62872314453,18075.334442138672,2608.294344931841
1696,2020.0,20723.338775634766,18075.750610351562,2647.588135957718
1697,2020.0,19208.900115966797,18080.74691772461,1128.1533089280128
1698,2020.0,19822.123474121094,18057.341827392578,1764.7816176712513
1699,2020.0,20149.55599975586,18065.242065429688,2084.313938885927
1700,2020.0,20126.52667236328,18074.051177978516,2052.475435912609
1701,2015.0,20529.08511352539,18077.684814453125,2451.40033172071
1702,2015.0,21364.355224609375,18060.457397460938,3303.8978495299816
1703,2015.0,19624.361083984375,18070.419830322266,1553.9412739872932
1704,2015.0,21068.122009277344,18054.727294921875,3013.394747018814
